gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000155016	CYP2U1	18	NA	0.021035249346149712	0.00016517313315897165
ENSG00000155034	FBXL18	32	NA	0.034804175080949816	1.158007913937235e-06
ENSG00000155085	AK9	16	NA	0.12346364594294783	6.672537766693313e-21
ENSG00000155093	PTPRN2	29	NA	0.14148539365647197	6.052199860130825e-24
ENSG00000155096	AZIN1	13	NA	0.023344878280701597	7.162220049830046e-05
ENSG00000155097	ATP6V1C1	12	NA	0.3023815576869606	3.2811429800443865e-54
ENSG00000155158	TTC39B	6	NA	0.23188902263075956	3.4374351051921676e-40
ENSG00000155229	MMS19	1	NA	0.015087519583189303	0.00144483171400673
ENSG00000155254	MARVELD1	9	NA	0.06254823976924223	5.1641500446071494e-11
ENSG00000155265	GOLGA7B	37	NA	0.04880233758751766	7.512424368410954e-09
ENSG00000155287	SLC25A28	12	NA	0.011764494153645843	0.004945214056101786
ENSG00000155304	HSPA13	1	NA	0.01011385722140463	0.00919076082777065
ENSG00000155393	HEATR3	23	NA	0.3925686800984624	2.396032061244563e-74
ENSG00000155428	TRIM74	6	NA	0.01183950597289972	0.004808647350071586
ENSG00000155438	NIFK	7	NA	0.013010852419967432	0.003110065102923306
ENSG00000155463	OXA1L	42	NA	0.031033311357366547	4.49087094179347e-06
ENSG00000155465	SLC7A7	28	NA	0.034152292731127895	1.463707335505368e-06
ENSG00000155506	LARP1	19	NA	0.36851829924999385	1.060603822517837e-68
ENSG00000155508	CNOT8	4	NA	0.010123168308041075	0.00915849191412449
ENSG00000155530	LRGUK	53	NA	0.2290984505648076	1.161080961277405e-39
ENSG00000155542	SETD9	13	NA	0.49925429649447334	2.0499158374556077e-102
ENSG00000155545	MIER3	16	NA	0.01414136636639903	0.0020471721530622984
ENSG00000155629	PIK3AP1	15	NA	0.08206986848335393	4.0155212364308935e-14
ENSG00000155636	RBM45	2	NA	0.03279296656481446	2.3857349144991113e-06
ENSG00000155666	KDM8	8	NA	0.03296536803430764	2.242393455954742e-06
ENSG00000155749	FLACC1	10	NA	0.083334577843757	2.515016483985125e-14
ENSG00000155755	TMEM237	4	NA	0.06166920279229725	7.110346682765278e-11
ENSG00000155846	PPARGC1B	2	NA	0.022856708965346282	8.543974652608817e-05
ENSG00000155849	ELMO1	21	NA	0.06575944463587712	1.6027091864655816e-11
ENSG00000155876	RRAGA	25	NA	0.026846425326013685	2.0257156903101513e-05
ENSG00000155893	PXYLP1	35	NA	0.2482437545248584	2.5103934154201412e-43
ENSG00000155906	RMND1	6	NA	0.04566700286423621	2.326707485346269e-08
ENSG00000155926	SLA	28	NA	0.04243231151979099	7.457315905698516e-08
ENSG00000155957	TMBIM4	10	NA	0.15845838636824355	7.266141988062183e-27
ENSG00000155970	MICU3	35	NA	0.034637735673075404	1.2293867198122362e-06
ENSG00000155974	GRIP1	14	NA	0.012026653857094897	0.004484386016625494
ENSG00000156030	ELMSAN1	18	NA	0.01522598182727923	0.00137314133123612
ENSG00000156042	CFAP70	6	NA	0.07518985824489056	5.072656203676655e-13
ENSG00000156050	FAM161B	32	NA	0.06580029046884156	1.5790046223412713e-11
ENSG00000156110	ADK	15	NA	0.5962228963997211	1.1286804904039737e-133
ENSG00000156113	KCNMA1	24	NA	0.42641065773440684	1.1126693044541695e-82
ENSG00000156136	DCK	7	NA	0.018853519017809392	0.00036470097489957234
ENSG00000156140	ADAMTS3	16	NA	0.017997436519966402	0.0004981106057164879
ENSG00000156171	DRAM2	28	NA	0.25527726533881395	1.072044306870747e-44
ENSG00000156172	C8orf37	30	NA	0.025812776308925228	2.9398196663368464e-05
ENSG00000156206	CFAP161	7	NA	0.06337218459351902	3.825883294385739e-11
ENSG00000156232	WHAMM	5	NA	0.09460948069057791	3.7899221257280236e-16
ENSG00000156239	N6AMT1	23	NA	0.040536074878171374	1.4752185324492793e-07
ENSG00000156253	RWDD2B	27	NA	0.10832532910575697	2.1666589698656804e-18
ENSG00000156261	CCT8	9	NA	0.26704173473500054	5.138149549525463e-47
ENSG00000156265	MAP3K7CL	28	NA	0.09128632619487011	1.3109798390195055e-15
ENSG00000156299	TIAM1	25	NA	0.08667572735149344	7.288013503652354e-15
ENSG00000156398	SFXN2	15	NA	0.07767933344616486	2.0296521195933827e-13
ENSG00000156411	ATP5MPL	21	NA	0.05596159865291741	5.645075490673157e-10
ENSG00000156414	TDRD9	20	NA	0.3602423943339101	8.300630736351754e-67
ENSG00000156453	PCDH1	13	NA	0.018780078784868523	0.0003745772856721745
ENSG00000156467	UQCRB	32	NA	0.02328039618891843	7.331028196691301e-05
ENSG00000156471	PTDSS1	14	NA	0.012552533984424545	0.0036870353338952174
ENSG00000156475	PPP2R2B	12	NA	0.011785394275522968	0.0049067718761093525
ENSG00000156502	SUPV3L1	30	NA	0.13632395450830578	4.563322082813194e-23
ENSG00000156510	HKDC1	17	NA	0.13659653309225206	4.102698992145051e-23
ENSG00000156521	TYSND1	19	NA	0.04458621386404769	3.434196883503319e-08
ENSG00000156535	CD109	45	NA	0.054079612652313945	1.1158955428021926e-09
ENSG00000156564	LRFN2	56	NA	0.10547085226275153	6.3833807294357944e-18
ENSG00000156574	NODAL	11	NA	0.01421307226818413	0.001993724917606259
ENSG00000156599	ZDHHC5	9	NA	0.05798440671081831	2.7112955476558705e-10
ENSG00000156603	MED19	14	NA	0.1582935150796683	7.761425388544354e-27
ENSG00000156639	ZFAND3	6	NA	0.03562695938054441	8.615784062146681e-07
ENSG00000156650	KAT6B	10	NA	0.013684151574328124	0.0024237839475436
ENSG00000156711	MAPK13	14	NA	0.03182860397584189	3.374136196965221e-06
ENSG00000156735	BAG4	5	NA	0.033311031385221804	1.9804243144022843e-06
ENSG00000156795	WDYHV1	3	NA	0.1383896956698497	2.0357595926206434e-23
ENSG00000156869	FRRS1	7	NA	0.11764008697559501	6.238287563333646e-20
ENSG00000156875	MFSD14A	24	NA	0.01577698751795092	0.0011216717393827264
ENSG00000156876	SASS6	6	NA	0.04050755542050342	1.490428363755519e-07
ENSG00000156886	ITGAD	10	NA	0.024351292013357385	4.980024945740142e-05
ENSG00000156928	MALSU1	6	NA	0.01987189494532241	0.00025188224342354834
ENSG00000156931	VPS8	17	NA	0.12940911430624713	6.715293433289493e-22
ENSG00000156958	GALK2	12	NA	0.12117335339422786	1.6098277340314746e-20
ENSG00000156966	B3GNT7	14	NA	0.024420137295136642	4.8578231215434326e-05
ENSG00000156968	MPV17L	17	NA	0.2087536065643098	7.299135496356267e-36
ENSG00000156973	PDE6D	12	NA	0.01920875971286977	0.0003205009371052662
ENSG00000156983	BRPF1	7	NA	0.023079898248291476	7.881841741205105e-05
ENSG00000156990	RPUSD3	9	NA	0.09244996224009301	8.493042718063046e-16
ENSG00000157014	TATDN2	20	NA	0.03704133055256821	5.18241123970049e-07
ENSG00000157017	GHRL	4	NA	0.054469128292743176	9.691655321671245e-10
ENSG00000157020	SEC13	24	NA	0.011304101813190272	0.0058742877330724245
ENSG00000157036	EXOG	54	NA	0.04043586020285671	1.5293601637947266e-07
ENSG00000157045	NTAN1	12	NA	0.06920602593431743	4.550798280224595e-12
ENSG00000157106	SMG1	6	NA	0.09444376406612469	4.0322465280837443e-16
ENSG00000157107	FCHO2	17	NA	0.16994939459167543	7.112884251376618e-29
ENSG00000157110	RBPMS	12	NA	0.012502743574040697	0.0037559261486116635
ENSG00000157111	TMEM171	11	NA	0.04749534488983905	1.2037297671173753e-08
ENSG00000157152	SYN2	30	NA	0.02514410941579801	3.74126033826482e-05
ENSG00000157168	NRG1	35	NA	0.23463608905291145	1.0327802851634342e-40
ENSG00000157184	CPT2	24	NA	0.03250625057581757	2.644705507905114e-06
ENSG00000157191	NECAP2	8	NA	0.20390466983537991	5.682196018569791e-35
ENSG00000157193	LRP8	2	NA	0.03584320097813859	7.97157442497627e-07
ENSG00000157212	PAXIP1	12	NA	0.013077510926250781	0.003034131770589998
ENSG00000157216	SSBP3	48	NA	0.011866278592022144	0.004760838265433917
ENSG00000157227	MMP14	13	NA	0.012230828630488352	0.0041558697630930085
ENSG00000157240	FZD1	34	NA	0.2629273297446511	3.358272040902595e-46
ENSG00000157303	SUSD3	21	NA	0.026641955166054155	2.180541144759764e-05
ENSG00000157315	TMED6	18	NA	0.22061229051138212	4.581423740346386e-38
ENSG00000157322	CLEC18A	41	NA	0.6201078228079846	1.582401115775388e-142
ENSG00000157326	DHRS4	47	NA	0.12371359075919572	6.060294704009413e-21
ENSG00000157335	CLEC18C	13	NA	0.3878799356499191	3.143787066776817e-73
ENSG00000157343	ARMC12	5	NA	0.017955272923506606	0.0005058255824054049
ENSG00000157349	DDX19B	12	NA	0.02557108196054091	3.207434514920172e-05
ENSG00000157353	FCSK	18	NA	0.03240410908668082	2.743605005710366e-06
ENSG00000157379	DHRS1	32	NA	0.3202620492452445	5.4618334578879874e-58
ENSG00000157426	AASDH	10	NA	0.17109368664034583	4.4720437005055723e-29
ENSG00000157429	ZNF19	10	NA	0.016408384766613625	0.000890004225106263
ENSG00000157450	RNF111	25	NA	0.014857235046725144	0.001572537242031314
ENSG00000157483	MYO1E	21	NA	0.102413538716719	2.023884669095383e-17
ENSG00000157538	VPS26C	48	NA	0.038669679258295446	2.8861843511705126e-07
ENSG00000157551	KCNJ15	30	NA	0.11199419850303846	5.378653415543435e-19
ENSG00000157557	ETS2	14	NA	0.14618101236522935	9.53710945888929e-25
ENSG00000157578	LCA5L	13	NA	0.17772745657309397	2.998033616494055e-30
ENSG00000157601	MX1	16	NA	0.17861404475294898	2.085878604315411e-30
ENSG00000157613	CREB3L1	6	NA	0.011978589902793024	0.004565482512479256
ENSG00000157617	C2CD2	17	NA	0.07107112224602624	2.299272532788734e-12
ENSG00000157637	SLC38A10	15	NA	0.14880201307407642	3.385860435898291e-25
ENSG00000157653	C9orf43	9	NA	0.035584415700672445	8.748526755657235e-07
ENSG00000157693	TMEM268	12	NA	0.03550601343017781	8.998533473981082e-07
ENSG00000157734	SNX22	12	NA	0.02571766563914748	3.042351340777364e-05
ENSG00000157778	PSMG3	11	NA	0.12352176872068076	6.524877644511612e-21
ENSG00000157782	CABP1	15	NA	0.017580009475113484	0.000580015495241095
ENSG00000157796	WDR19	14	NA	0.07131938439147315	2.099376867552902e-12
ENSG00000157800	SLC37A3	22	NA	0.12379553188820035	5.872035393602144e-21
ENSG00000157823	AP3S2	15	NA	0.3997405300393803	4.4953658413148505e-76
ENSG00000157856	DRC1	32	NA	0.06571764640250613	1.627334139785758e-11
ENSG00000157870	PRXL2B	7	NA	0.15691179870031793	1.348129317769778e-26
ENSG00000157873	TNFRSF14	29	NA	0.06264247581874767	4.990038648921892e-11
ENSG00000157881	PANK4	8	NA	0.05197561240761858	2.388328768394459e-09
ENSG00000157895	C12orf43	14	NA	0.16470264592620137	5.925714705120671e-28
ENSG00000157954	WIPI2	30	NA	0.07700407350641233	2.6026159304277396e-13
ENSG00000157978	LDLRAP1	7	NA	0.2430081876117294	2.5765428275314312e-42
ENSG00000157985	AGAP1	4	NA	0.1061573839949152	4.923914580914016e-18
ENSG00000157992	KRTCAP3	7	NA	0.07599716115103188	3.769829160035512e-13
ENSG00000158006	PAFAH2	5	NA	0.010507347034789035	0.007923125663713351
ENSG00000158019	BABAM2	14	NA	0.01653653799231391	0.0008492249366927808
ENSG00000158023	WDR66	8	NA	0.02254103675920776	9.576891677256011e-05
ENSG00000158062	UBXN11	3	NA	0.07211473041273415	1.5685286121630984e-12
ENSG00000158089	GALNT14	2	NA	0.01025343279552159	0.008718982677874798
ENSG00000158104	HPD	9	NA	0.209641225164268	5.0066801149477394e-36
ENSG00000158106	RHPN1	71	NA	0.12394677934427022	5.539730647612656e-21
ENSG00000158109	TPRG1L	10	NA	0.013685185317346214	0.0024228577848672606
ENSG00000158113	LRRC43	4	NA	0.06364950936632366	3.458347033348413e-11
ENSG00000158156	XKR8	25	NA	0.03990815945732831	1.8489682552297656e-07
ENSG00000158158	CNNM4	11	NA	0.044386863477143115	3.689813558652357e-08
ENSG00000158161	EYA3	43	NA	0.39201090705920627	3.2578712267282982e-74
ENSG00000158195	WASF2	12	NA	0.024381040476360326	4.926847099659411e-05
ENSG00000158201	ABHD3	12	NA	0.03043542342286208	5.567928403252418e-06
ENSG00000158234	FAIM	10	NA	0.01828764979458659	0.00044812532638072075
ENSG00000158286	RNF207	27	NA	0.10555162442390477	6.1914242828360865e-18
ENSG00000158321	AUTS2	23	NA	0.024483140397798298	4.7486276133754404e-05
ENSG00000158373	HIST1H2BD	3	NA	0.14337677034050597	2.8785158335291023e-24
ENSG00000158406	HIST1H4H	6	NA	0.037488375173911494	4.4131441478446326e-07
ENSG00000158411	MITD1	13	NA	0.06431657334963306	2.7122239661745594e-11
ENSG00000158428	CATIP	15	NA	0.13441328719768608	9.612217563469064e-23
ENSG00000158457	TSPAN33	29	NA	0.22118768526248392	3.575313859954838e-38
ENSG00000158470	B4GALT5	31	NA	0.06322693963180835	4.033674730283089e-11
ENSG00000158473	CD1D	10	NA	0.01698813579889981	0.0007199515539133615
ENSG00000158477	CD1A	5	NA	0.04482164917339166	3.154997144043366e-08
ENSG00000158483	FAM86C1	24	NA	0.44860460646827666	2.048098955954488e-88
ENSG00000158485	CD1B	12	NA	0.053148014254309456	1.563139713818352e-09
ENSG00000158488	CD1E	5	NA	0.04187774049485986	9.10432777703725e-08
ENSG00000158517	NCF1	12	NA	0.06876757373016933	5.342262795807942e-12
ENSG00000158525	CPA5	17	NA	0.5624674658977763	5.143933536082025e-122
ENSG00000158545	ZC3H18	35	NA	0.14166025693890869	5.650704723415293e-24
ENSG00000158555	GDPD5	27	NA	0.1543662641279068	3.7198046197134294e-26
ENSG00000158604	TMED4	2	NA	0.05205999097508078	2.316587462532185e-09
ENSG00000158623	COPG2	23	NA	0.38650261216364035	6.671722489636839e-73
ENSG00000158669	GPAT4	8	NA	0.09164322311022291	1.1476072366059067e-15
ENSG00000158710	TAGLN2	6	NA	0.04620421062095194	1.9172121532339968e-08
ENSG00000158711	ELK4	13	NA	0.03482755856335129	1.148317428853942e-06
ENSG00000158714	SLAMF8	50	NA	0.06409748061631762	2.937623867292708e-11
ENSG00000158716	DUSP23	6	NA	0.02781192381661129	1.4308586058587764e-05
ENSG00000158717	RNF166	64	NA	0.26009248163011306	1.2169299409270601e-45
ENSG00000158747	NBL1	11	NA	0.0796900231342854	9.671595155077162e-14
ENSG00000158748	HTR6	18	NA	0.2010635089508554	1.8805206399654416e-34
ENSG00000158764	ITLN2	3	NA	0.027850251164707834	1.4112530674779708e-05
ENSG00000158769	F11R	10	NA	0.02152643881839966	0.000138250677654235
ENSG00000158773	USF1	14	NA	0.17732040277380118	3.5409153487703814e-30
ENSG00000158792	SPATA2L	26	NA	0.20200245909162656	1.2667927655457951e-34
ENSG00000158793	NIT1	11	NA	0.024060340035570168	5.53145143309242e-05
ENSG00000158805	ZNF276	8	NA	0.015633846167699795	0.0011821479009231385
ENSG00000158806	NPM2	14	NA	0.025339518804844648	3.486708535044502e-05
ENSG00000158815	FGF17	15	NA	0.02307066311627302	7.908189972757663e-05
ENSG00000158825	CDA	17	NA	0.3630744433948996	1.8787942013476865e-67
ENSG00000158863	FAM160B2	21	NA	0.06540108699307393	1.8265089798944238e-11
ENSG00000158864	NDUFS2	6	NA	0.031722677093195185	3.5050937927455296e-06
ENSG00000158865	SLC5A11	14	NA	0.4929159220725604	1.3773679195987137e-100
ENSG00000158869	FCER1G	10	NA	0.2641560868260989	1.919093161161765e-46
ENSG00000158874	APOA2	13	NA	0.011643833819055968	0.005173210705422632
ENSG00000158882	TOMM40L	10	NA	0.24592868163650808	7.043174157461218e-43
ENSG00000158941	CCAR2	27	NA	0.06649570211822307	1.2251139499969438e-11
ENSG00000158966	CACHD1	43	NA	0.04420361110120523	3.941519967458137e-08
ENSG00000158985	CDC42SE2	12	NA	0.029246278325105728	8.539561015733243e-06
ENSG00000158987	RAPGEF6	4	NA	0.04634637762910518	1.8214536552270523e-08
ENSG00000159023	EPB41	6	NA	0.03136124976809048	3.991419689833798e-06
ENSG00000159063	ALG8	6	NA	0.08015874181390806	8.135285782254159e-14
ENSG00000159069	FBXW5	24	NA	0.07700224620351233	2.6043672418468666e-13
ENSG00000159110	IFNAR2	36	NA	0.05200944217172387	2.359303030295039e-09
ENSG00000159111	MRPL10	16	NA	0.06853719723996082	5.81172997217868e-12
ENSG00000159128	IFNGR2	12	NA	0.08832239148716108	3.95268869723327e-15
ENSG00000159164	SV2A	9	NA	0.011839227161737916	0.004809147793849131
ENSG00000159176	CSRP1	23	NA	0.017671841365638385	0.0005609046733335166
ENSG00000159199	ATP5MC1	2	NA	0.013799704343107054	0.0023224425959779945
ENSG00000159202	UBE2Z	6	NA	0.2379548586203357	2.402390506229898e-41
ENSG00000159214	CCDC24	15	NA	0.27975296587196413	1.4560042130573363e-49
ENSG00000159228	CBR1	43	NA	0.24696481357777045	4.4403504511331935e-43
ENSG00000159231	CBR3	11	NA	0.12487086055710737	3.87994072555023e-21
ENSG00000159256	MORC3	17	NA	0.06918481489747313	4.586242412552978e-12
ENSG00000159259	CHAF1B	12	NA	0.018605484849117115	0.0003991506868658889
ENSG00000159267	HLCS	36	NA	0.2812630263322583	7.203898052447766e-50
ENSG00000159322	ADPGK	23	NA	0.045162842482378306	2.7901282500435866e-08
ENSG00000159339	PADI4	44	NA	0.12060142275008467	2.005172414630982e-20
ENSG00000159348	CYB5R1	5	NA	0.11307097188595956	3.5698660993611894e-19
ENSG00000159352	PSMD4	8	NA	0.05636212676613809	4.882466575768724e-10
ENSG00000159363	ATP13A2	11	NA	0.046481903635681526	1.7346195270875616e-08
ENSG00000159374	M1AP	28	NA	0.026047856503802036	2.701006845334264e-05
ENSG00000159377	PSMB4	7	NA	0.01831776001857396	0.00044323730320093904
ENSG00000159388	BTG2	3	NA	0.044169386323143336	3.990396107874667e-08
ENSG00000159399	HK2	15	NA	0.05280677621782263	1.7684530614085794e-09
ENSG00000159403	C1R	25	NA	0.06044960635359553	1.1077688390121276e-10
ENSG00000159423	ALDH4A1	10	NA	0.08528467402434124	1.2211483211544685e-14
ENSG00000159433	STARD9	23	NA	0.02727574333540164	1.7355315421871696e-05
ENSG00000159445	THEM4	17	NA	0.20301616484174398	8.265188413836458e-35
ENSG00000159461	AMFR	28	NA	0.023713537528120446	6.269297027135037e-05
ENSG00000159479	MED8	13	NA	0.038178716868158456	3.443316963208088e-07
ENSG00000159496	RGL4	9	NA	0.1755776907703668	7.213965366834533e-30
ENSG00000159556	ISL2	23	NA	0.30762105859674227	2.6228917814546823e-55
ENSG00000159579	RSPRY1	23	NA	0.010674575610817357	0.007439820921352196
ENSG00000159588	CCDC17	14	NA	0.023707729939898947	6.28245897680739e-05
ENSG00000159596	TMEM69	18	NA	0.03276538911739202	2.4094994769674943e-06
ENSG00000159618	ADGRG5	15	NA	0.013481180883464507	0.0026127545995028975
ENSG00000159625	DRC7	8	NA	0.35961619777053216	1.1518501062335121e-66
ENSG00000159648	TEPP	11	NA	0.08258267254719213	3.32182768734646e-14
ENSG00000159658	EFCAB14	11	NA	0.13642328094712367	4.389786960398761e-23
ENSG00000159692	CTBP1	26	NA	0.01793588497056654	0.0005094133950526186
ENSG00000159714	ZDHHC1	2	NA	0.010182002797150804	0.008957250541382265
ENSG00000159720	ATP6V0D1	21	NA	0.1210130813822835	1.7120297031636204e-20
ENSG00000159733	ZFYVE28	15	NA	0.1351450905235982	7.227408373099816e-23
ENSG00000159761	C16orf86	8	NA	0.06275542912042935	4.7890479075708915e-11
ENSG00000159784	FAM131B	11	NA	0.052491633479171636	1.981897766913285e-09
ENSG00000159788	RGS12	41	NA	0.05703672414342372	3.823335156819625e-10
ENSG00000159840	ZYX	17	NA	0.5229069008296414	1.918822155208158e-109
ENSG00000159842	ABR	35	NA	0.0599985045563257	1.3050604167925012e-10
ENSG00000159884	CCDC107	13	NA	0.03501903996326785	1.0719549340592394e-06
ENSG00000159917	ZNF235	14	NA	0.011372843008602335	0.005725025281595463
ENSG00000159921	GNE	9	NA	0.01339072288121723	0.0027017135428024494
ENSG00000159958	TNFRSF13C	9	NA	0.06700413949238712	1.01756857323744e-11
ENSG00000160007	ARHGAP35	8	NA	0.020529367191584134	0.00019841967896636555
ENSG00000160013	PTGIR	9	NA	0.010721674298969981	0.007309204456783495
ENSG00000160014	CALM3	37	NA	0.03793216464423012	3.762428486846083e-07
ENSG00000160072	ATAD3B	47	NA	0.08782891360710765	4.748598705685727e-15
ENSG00000160075	SSU72	52	NA	0.08674999790997971	7.089783701098379e-15
ENSG00000160087	UBE2J2	1	NA	0.013032257544731134	0.0030854740708404116
ENSG00000160094	ZNF362	10	NA	0.06615914479385317	1.385225385308066e-11
ENSG00000160111	CPAMD8	24	NA	0.19441538701077843	3.0444335555178954e-33
ENSG00000160113	NR2F6	12	NA	0.25800389542324376	3.132379426639258e-45
ENSG00000160117	ANKLE1	24	NA	0.08337454273082506	2.4780835451898024e-14
ENSG00000160124	CCDC58	13	NA	0.019194198524806572	0.0003222020764463278
ENSG00000160145	KALRN	16	NA	0.022878401910357397	8.477241909274852e-05
ENSG00000160180	TFF3	45	NA	0.05949515709931835	1.5668593477551186e-10
ENSG00000160183	TMPRSS3	16	NA	0.1654260156328262	4.4272478788884595e-28
ENSG00000160185	UBASH3A	6	NA	0.228189339045442	1.7245442318133927e-39
ENSG00000160190	SLC37A1	28	NA	0.01791330328024499	0.0005136245274748253
ENSG00000160191	PDE9A	25	NA	0.12992134274529102	5.506243881589145e-22
ENSG00000160193	WDR4	11	NA	0.09228736212953123	9.024438432559412e-16
ENSG00000160194	NDUFV3	25	NA	0.22388211228330449	1.1168896009148932e-38
ENSG00000160199	PKNOX1	18	NA	0.1059726605169315	5.2802297334544225e-18
ENSG00000160200	CBS	17	NA	0.3431443796374943	5.693405731521816e-63
ENSG00000160201	U2AF1	15	NA	0.06360959041509032	3.50899631617745e-11
ENSG00000160208	RRP1B	13	NA	0.03225838701051172	2.891140450633254e-06
ENSG00000160209	PDXK	11	NA	0.2708258867631255	9.056304221326487e-48
ENSG00000160213	CSTB	39	NA	0.42575236350700096	1.633349387606828e-82
ENSG00000160214	RRP1	12	NA	0.030706501098234407	5.0508178047178805e-06
ENSG00000160216	AGPAT3	23	NA	0.0190372184760772	0.00034112837454751665
ENSG00000160218	TRAPPC10	4	NA	0.01897015671467568	0.0003495508271511951
ENSG00000160221	GATD3A	27	NA	0.5749816679978791	3.1422718801167456e-126
ENSG00000160223	ICOSLG	37	NA	0.31327754035259653	1.6786229734552454e-56
ENSG00000160226	CFAP410	21	NA	0.4745871568020221	1.9849301624957726e-95
ENSG00000160229	ZNF66	24	NA	0.07125398169841267	2.1502905632141255e-12
ENSG00000160233	LRRC3	50	NA	0.13463745412946254	8.808436547838566e-23
ENSG00000160255	ITGB2	23	NA	0.3349599676985189	3.603932408620142e-61
ENSG00000160256	FAM207A	6	NA	0.02105550317783314	0.0001639653228494089
ENSG00000160271	RALGDS	5	NA	0.02566689442489023	3.0985432710828034e-05
ENSG00000160282	FTCD	26	NA	0.04840418032397318	8.67296991183064e-09
ENSG00000160284	SPATC1L	46	NA	0.417210562467	2.2867005979096584e-80
ENSG00000160285	LSS	53	NA	0.2769785235964157	5.284334709229812e-49
ENSG00000160293	VAV2	8	NA	0.07819502345147716	1.6784550914576527e-13
ENSG00000160294	MCM3AP	25	NA	0.1327079045386378	1.8665631057010718e-22
ENSG00000160299	PCNT	15	NA	0.10237301153360139	2.0550320240755153e-17
ENSG00000160305	DIP2A	12	NA	0.475138294031503	1.3972002390370013e-95
ENSG00000160307	S100B	31	NA	0.42675053734241547	9.124667542981152e-83
ENSG00000160310	PRMT2	48	NA	0.40578857731224505	1.5156119297676383e-77
ENSG00000160323	ADAMTS13	20	NA	0.09737319102316962	1.3461810641908622e-16
ENSG00000160325	CACFD1	25	NA	0.053332939551134106	1.4620036909986055e-09
ENSG00000160336	ZNF761	27	NA	0.08118846328235393	5.561898204745018e-14
ENSG00000160352	ZNF714	16	NA	0.026893406047364277	1.9917268096113688e-05
ENSG00000160360	GPSM1	30	NA	0.12193960441072013	1.19926211256202e-20
ENSG00000160392	C19orf47	4	NA	0.14347955866904422	2.7644556916074008e-24
ENSG00000160404	TOR2A	6	NA	0.014108408413616227	0.002072221713960202
ENSG00000160408	ST6GALNAC6	10	NA	0.060874851185179754	9.491334666145602e-11
ENSG00000160410	SHKBP1	20	NA	0.35681716284148324	4.962620474224243e-66
ENSG00000160439	RDH13	37	NA	0.550798691196283	3.417150690431617e-118
ENSG00000160446	ZDHHC12	35	NA	0.02123402182324033	0.0001536959275337306
ENSG00000160447	PKN3	12	NA	0.3609815462071432	5.636148203643574e-67
ENSG00000160471	COX6B2	23	NA	0.26434726503745315	1.758933836274171e-46
ENSG00000160563	MED27	3	NA	0.12137192765221297	1.491601685634458e-20
ENSG00000160570	DEDD2	7	NA	0.018589937726206186	0.0004014160079369518
ENSG00000160588	MPZL3	5	NA	0.15400694625946415	4.29179179895265e-26
ENSG00000160593	JAML	20	NA	0.040636473406128616	1.4228981520435935e-07
ENSG00000160606	TLCD1	14	NA	0.022304443721305436	0.00010432432226048467
ENSG00000160613	PCSK7	17	NA	0.08973423633562741	2.3374797874378747e-15
ENSG00000160678	S100A1	8	NA	0.11485905066999044	1.8055092448407112e-19
ENSG00000160685	ZBTB7B	17	NA	0.02492457251411696	4.049531419511806e-05
ENSG00000160691	SHC1	25	NA	0.11769507204683495	6.10839176537572e-20
ENSG00000160695	VPS11	11	NA	0.20783468250227716	1.0779013797365015e-35
ENSG00000160710	ADAR	7	NA	0.06671762049234949	1.1297833455168881e-11
ENSG00000160712	IL6R	8	NA	0.08317604705370642	2.6670093179931783e-14
ENSG00000160714	UBE2Q1	2	NA	0.012580795174116928	0.003648504304369162
ENSG00000160716	CHRNB2	5	NA	0.055731050317028664	6.136821897796586e-10
ENSG00000160746	ANO10	20	NA	0.07067375470127499	2.6594855964482935e-12
ENSG00000160781	PAQR6	36	NA	0.6304536197108068	1.5510071732904541e-146
ENSG00000160783	PMF1	11	NA	0.02989261992106525	6.768135830564021e-06
ENSG00000160785	SLC25A44	20	NA	0.0173004573031355	0.0006423250550043405
ENSG00000160789	LMNA	4	NA	0.06000007453854407	1.3043162984674355e-10
ENSG00000160791	CCR5	6	NA	0.054060956344008045	1.1234549235818503e-09
ENSG00000160796	NBEAL2	11	NA	0.038957253863084816	2.6026897019686614e-07
ENSG00000160799	CCDC12	9	NA	0.020297402426385995	0.0002158376247307442
ENSG00000160818	GPATCH4	6	NA	0.012911301443422776	0.003227069312177295
ENSG00000160856	FCRL3	6	NA	0.2478175179271665	3.0362064445075287e-43
ENSG00000160867	FGFR4	25	NA	0.10567057909930529	5.9191604595302986e-18
ENSG00000160877	NACC1	3	NA	0.030064277742895506	6.362940362766101e-06
ENSG00000160917	CPSF4	3	NA	0.029791406726545185	7.019048836138173e-06
ENSG00000160932	LY6E	4	NA	0.026839258220328125	2.0309516740909436e-05
ENSG00000160948	VPS28	20	NA	0.46843278896202567	9.76712418704772e-94
ENSG00000160949	TONSL	42	NA	0.16405020767709805	7.70625015610839e-28
ENSG00000160953	PWWP3A	20	NA	0.02399627773821228	5.6608653417828116e-05
ENSG00000160959	LRRC14	20	NA	0.08845984392463863	3.755729014208435e-15
ENSG00000160961	ZNF333	22	NA	0.32886668657941054	7.650758944406398e-60
ENSG00000160972	PPP1R16A	29	NA	0.3144760009792948	9.348960993733925e-57
ENSG00000160991	ORAI2	7	NA	0.46089480676624295	1.0858944581072114e-91
ENSG00000160993	ALKBH4	11	NA	0.18916827164394834	2.698329991098113e-32
